board_temp,micro_temp,integration_time,model,led,intensity
34.17763519,61.67480469,85000000,STS,3,0
34.05948639,61.27929688,2048000,STS,2,520
34.05948639,61.47705078,448000,STS,5,3770
34.17763519,61.27929688,1792000,STS,9,325
34.17763519,61.47705078,256000,STS,9,3185
34.17763519,61.47705078,448000,STS,0,3835
34.17763519,61.27929688,4096000,STS,7,455
34.17763519,61.47705078,640000,STS,5,2535
34.17763519,61.47705078,1536000,STS,0,975
34.17763519,61.47705078,512000,STS,7,2210
34.17763519,61.27929688,352000,STS,8,4030
34.17763519,61.27929688,5120000,STS,5,260
34.17763519,61.27929688,1408000,STS,1,910
34.17763519,61.27929688,1024000,STS,4,975
34.17763519,61.27929688,576000,STS,0,2990
34.17763519,61.47705078,1536000,STS,8,650
34.17763519,61.27929688,576000,STS,3,3120
34.17763519,61.47705078,448000,STS,2,3380
34.17763519,61.27929688,2816000,STS,4,325
34.17763519,61.27929688,1280000,STS,0,1105
34.17763519,61.47705078,448000,STS,8,3055
34.17763519,61.27929688,704000,STS,9,975
34.17763519,61.27929688,256000,STS,7,3900
34.17763519,61.27929688,320000,STS,4,4030
34.17763519,61.47705078,512000,STS,8,2600
34.17763519,61.47705078,448000,STS,4,2730
34.17763519,61.27929688,448000,STS,8,2925
34.17763519,61.47705078,1792000,STS,5,650
34.17763519,61.27929688,1024000,STS,4,910
34.17763519,61.47705078,208000,STS,9,3770
34.17763519,61.47705078,576000,STS,9,1170
34.17763519,61.27929688,320000,STS,7,3315
34.17763519,61.27929688,1024000,STS,3,1625
34.17763519,61.47705078,2560000,STS,7,585
34.17763519,61.27929688,2560000,STS,3,520
34.17763519,61.47705078,8192000,STS,5,195
34.17763519,61.47705078,512000,STS,8,2535
34.17763519,61.27929688,448000,STS,1,3380
34.17763519,61.27929688,768000,STS,4,1430
34.17763519,61.27929688,768000,STS,5,2080
34.17763519,61.47705078,512000,STS,4,2535
34.17763519,61.27929688,448000,STS,2,3250
34.17763519,61.27929688,288000,STS,9,2600
34.17763519,61.27929688,10240000,STS,1,130
34.17763519,61.27929688,352000,STS,8,3900
34.17763519,61.27929688,896000,STS,3,1820
34.17763519,61.27929688,2560000,STS,3,455
34.17763519,61.27929688,640000,STS,5,2340
34.17763519,61.47705078,2304000,STS,7,650
34.17763519,61.47705078,768000,STS,7,1430
34.17763519,61.27929688,384000,STS,4,3575
34.17763519,61.47705078,3072000,STS,7,520
34.17763519,61.47705078,512000,STS,1,2535
34.17763519,61.27929688,1536000,STS,2,780
34.17763519,61.47705078,448000,STS,2,3640
34.17763519,61.47705078,1152000,STS,1,1170
34.17763519,61.47705078,448000,STS,0,3900
34.17763519,61.47705078,384000,STS,4,3380
34.17763519,61.47705078,1536000,STS,6,975
34.17763519,61.47705078,2048000,STS,5,520
34.17763519,61.27929688,640000,STS,0,2600
34.17763519,61.47705078,640000,STS,2,2210
34.17763519,61.27929688,1792000,STS,6,780
34.17763519,61.27929688,512000,STS,1,2600
34.17763519,61.47705078,32768000,STS,4,65
34.17763519,61.47705078,3072000,STS,6,520
34.17763519,61.47705078,512000,STS,1,2795
34.17763519,61.47705078,576000,STS,4,2015
34.17763519,61.08154297,640000,STS,3,2925
34.17763519,61.67480469,512000,STS,4,2340
34.17763519,61.27929688,512000,STS,4,2145
34.17763519,61.27929688,1152000,STS,3,1430
34.17763519,61.47705078,192000,STS,9,4030
34.17763519,61.27929688,1024000,STS,3,1755
34.17763519,61.47705078,416000,STS,2,3835
34.17763519,61.47705078,1792000,STS,2,650
34.17763519,61.47705078,448000,STS,2,3705
34.17763519,61.47705078,448000,STS,7,2470
34.17763519,61.47705078,256000,STS,7,4030
34.17763519,61.27929688,640000,STS,4,1820
34.17763519,61.47705078,512000,STS,8,2340
34.17763519,61.27929688,352000,STS,8,3965
34.17763519,61.47705078,320000,STS,7,3185
34.17763519,61.47705078,704000,STS,3,2600
34.17763519,61.47705078,832000,STS,3,2145
34.17763519,61.47705078,640000,STS,4,1950
34.17763519,61.47705078,448000,STS,1,2990
34.17763519,61.47705078,384000,STS,9,2015
34.17763519,61.27929688,576000,STS,0,3250
34.17763519,61.27929688,384000,STS,4,3640
34.05948639,61.47705078,85000000,STS,8,0
34.05948639,61.47705078,768000,STS,8,1430
34.17763519,61.47705078,768000,STS,5,1820
34.17763519,61.67480469,640000,STS,1,2145
34.05948639,61.27929688,1024000,STS,6,1300
34.05948639,61.47705078,448000,STS,0,4030
34.17763519,61.27929688,640000,STS,3,2795
34.17763519,61.27929688,704000,STS,3,2535
34.05948639,61.47705078,576000,STS,6,2405
34.05948639,61.27929688,1792000,STS,4,520
34.17763519,61.47705078,896000,STS,5,1495
34.17763519,61.47705078,1152000,STS,4,845
34.17763519,61.27929688,1024000,STS,2,1365
34.17763519,61.27929688,576000,STS,3,3185
34.17763519,61.08154297,1664000,STS,1,715
34.17763519,61.27929688,192000,STS,9,4095
34.17763519,61.27929688,384000,STS,7,2795
34.17763519,61.27929688,288000,STS,7,3640
34.17763519,61.47705078,256000,STS,9,2990
34.17763519,61.47705078,384000,STS,8,3640
34.17763519,61.27929688,512000,STS,2,2925
34.17763519,61.67480469,384000,STS,9,1820
34.17763519,61.08154297,448000,STS,1,3055
34.17763519,61.27929688,1408000,STS,5,910
34.17763519,61.47705078,352000,STS,7,2990
34.17763519,61.47705078,896000,STS,9,715
34.05948639,61.27929688,85000000,STS,6,65
33.94156647,61.27929688,85000000,STS,0,0
33.94156647,61.27929688,1792000,STS,3,845
34.05948639,61.47705078,576000,STS,5,2730
33.94156647,61.27929688,22528000,STS,1,65
33.94156647,61.27929688,288000,STS,9,2730
33.94156647,61.27929688,320000,STS,9,2340
33.94156647,61.08154297,768000,STS,1,1755
33.94156647,61.27929688,768000,STS,1,1625
33.94156647,61.27929688,640000,STS,0,2795
33.94156647,61.08154297,1152000,STS,3,1495
33.94156647,61.27929688,832000,STS,2,1625
33.94156647,61.27929688,1024000,STS,8,1105
33.94156647,61.47705078,352000,STS,6,3965
33.94156647,61.27929688,512000,STS,1,2730
33.94156647,61.27929688,512000,STS,1,2665
33.94156647,61.27929688,512000,STS,5,3185
33.94156647,61.27929688,224000,STS,9,3705
33.94156647,61.27929688,2048000,STS,3,715
33.94156647,61.27929688,768000,STS,9,845
33.94156647,61.27929688,320000,STS,4,3965
33.94156647,61.08154297,224000,STS,9,3445
33.94156647,61.08154297,224000,STS,9,3315
33.94156647,61.27929688,352000,STS,4,3835
33.94156647,61.08154297,832000,STS,1,1560
33.94156647,61.47705078,704000,STS,1,1885
33.94156647,61.27929688,2304000,STS,9,260
33.94156647,61.27929688,576000,STS,5,2925
33.94156647,61.27929688,384000,STS,1,3640
33.94156647,61.08154297,1280000,STS,0,1300
33.94156647,61.27929688,256000,STS,9,3120
33.94156647,61.27929688,1280000,STS,2,910
33.94156647,61.08154297,14336000,STS,3,130
33.94156647,61.27929688,640000,STS,0,2860
33.94156647,61.27929688,256000,STS,7,4095
33.94156647,61.08154297,512000,STS,1,2860
33.94156647,61.27929688,384000,STS,8,3575
33.94156647,61.27929688,1024000,STS,8,910
33.94156647,61.27929688,640000,STS,8,1820
33.94156647,61.27929688,448000,STS,6,3445
33.94156647,61.27929688,640000,STS,0,2925
33.94156647,61.27929688,448000,STS,3,4030
33.94156647,61.47705078,576000,STS,2,2535
33.94156647,61.27929688,1280000,STS,4,780
33.94156647,61.08154297,1280000,STS,5,975
33.94156647,61.27929688,1792000,STS,6,845
33.94156647,61.27929688,1280000,STS,9,455
33.94156647,61.27929688,896000,STS,4,1105
33.94156647,61.27929688,576000,STS,8,2015
33.94156647,61.27929688,2048000,STS,1,585
33.94156647,61.27929688,576000,STS,6,2470
33.94156647,61.08154297,512000,STS,5,3380
33.94156647,61.27929688,320000,STS,9,2210
33.94156647,61.27929688,448000,STS,5,3835
33.94156647,61.08154297,384000,STS,8,3315
33.94156647,61.27929688,352000,STS,7,3055
33.94156647,61.27929688,448000,STS,1,3185
33.94156647,61.08154297,1024000,STS,6,1495
33.94156647,61.27929688,85000000,STS,4,0
33.94156647,61.27929688,640000,STS,1,2015
33.94156647,61.27929688,640000,STS,4,1625
33.94156647,61.27929688,1280000,STS,3,1235
33.94156647,61.27929688,768000,STS,9,910
33.94156647,61.27929688,768000,STS,4,1300
33.94156647,61.27929688,352000,STS,8,3770
33.94156647,61.27929688,512000,STS,5,3250
33.94156647,61.27929688,640000,STS,0,2535
33.94156647,61.27929688,512000,STS,8,2275
33.94156647,61.27929688,1024000,STS,7,1105
33.94156647,61.08154297,576000,STS,3,3250
33.94156647,61.27929688,384000,STS,7,2600
33.94156647,61.08154297,640000,STS,0,2730
33.94156647,61.27929688,640000,STS,2,2145
33.94156647,61.47705078,512000,STS,0,3640
34.05948639,61.08154297,1664000,STS,1,650
34.05948639,61.27929688,576000,STS,5,2860
34.05948639,61.27929688,640000,STS,4,1755
34.05948639,61.27929688,2048000,STS,1,520
34.05948639,61.08154297,2048000,STS,8,390
34.05948639,61.47705078,1792000,STS,8,520
34.05948639,61.27929688,512000,STS,0,3445
34.05948639,61.08154297,2048000,STS,0,650
34.05948639,61.27929688,320000,STS,7,3445
34.05948639,61.27929688,3072000,STS,1,260
34.05948639,61.27929688,384000,STS,4,3705
34.05948639,61.27929688,1152000,STS,5,1170
34.05948639,61.27929688,192000,STS,9,3835
34.05948639,61.47705078,384000,STS,1,3705
34.05948639,61.27929688,320000,STS,9,2275
34.05948639,61.27929688,512000,STS,4,2210
34.05948639,61.47705078,704000,STS,7,1560
34.05948639,61.27929688,2048000,STS,4,390
34.05948639,61.47705078,1280000,STS,2,975
34.05948639,61.47705078,512000,STS,8,2405
34.17763519,61.27929688,1024000,STS,1,1365
34.17763519,61.27929688,384000,STS,8,3705
34.17763519,61.47705078,2304000,STS,3,585
34.17763519,61.47705078,1536000,STS,3,975
34.17763519,61.27929688,384000,STS,4,3185
34.17763519,61.47705078,4096000,STS,0,260
34.17763519,61.47705078,1024000,STS,8,1040
34.17763519,61.67480469,384000,STS,4,3315
34.17763519,61.27929688,640000,STS,1,2275
34.17763519,61.27929688,1280000,STS,3,1365
34.17763519,61.47705078,576000,STS,2,2665
34.17763519,61.27929688,640000,STS,4,1885
34.17763519,61.47705078,416000,STS,4,3055
34.17763519,61.27929688,640000,STS,7,1625
34.17763519,61.47705078,640000,STS,6,2340
34.17763519,61.47705078,28672000,STS,2,65
34.17763519,61.47705078,512000,STS,3,3900
34.17763519,61.47705078,512000,STS,7,1950
34.17763519,61.47705078,768000,STS,8,1625
34.17763519,61.27929688,448000,STS,5,4095
34.17763519,61.27929688,640000,STS,5,2470
34.17763519,61.27929688,448000,STS,2,3315
34.29601288,61.47705078,448000,STS,4,2990
34.29601288,61.47705078,1152000,STS,2,1105
34.29601288,61.47705078,896000,STS,9,780
34.29601288,61.47705078,768000,STS,1,1820
34.29601288,61.47705078,896000,STS,7,1300
34.29601288,61.47705078,384000,STS,1,4030
34.29601288,61.27929688,352000,STS,4,3770
34.29601288,61.67480469,576000,STS,0,3055
34.29601288,61.27929688,1536000,STS,3,910
34.29601288,61.27929688,640000,STS,3,2665
34.29601288,61.47705078,768000,STS,6,1885
34.29601288,61.47705078,704000,STS,0,2405
34.29601288,61.27929688,640000,STS,8,1755
34.29601288,61.67480469,512000,STS,0,3705
34.29601288,61.67480469,704000,STS,0,2470
34.29601288,61.47705078,640000,STS,3,2860
34.29601288,61.27929688,576000,STS,8,2080
34.29601288,61.47705078,512000,STS,5,3055
34.29601288,61.47705078,448000,STS,5,3705
34.29601288,61.67480469,512000,STS,8,2210
34.29601288,61.47705078,896000,STS,4,1235
34.29601288,61.67480469,576000,STS,9,1235
34.29601288,61.27929688,640000,STS,9,1105
34.29601288,61.67480469,1536000,STS,1,780
34.29601288,61.47705078,1024000,STS,6,1430
34.29601288,61.47705078,448000,STS,1,3315
34.29601288,61.47705078,512000,STS,9,1365
34.29601288,61.47705078,2048000,STS,2,455
34.29601288,61.67480469,512000,STS,9,1300
34.29601288,61.47705078,288000,STS,7,3835
34.29601288,61.47705078,256000,STS,9,2925
34.29601288,61.67480469,576000,STS,2,2600
34.29601288,61.47705078,5120000,STS,2,195
34.29601288,61.67480469,32768000,STS,7,130
34.29601288,61.47705078,768000,STS,0,2340
34.17763519,61.67480469,85000000,STS,1,0
34.17763519,61.27929688,288000,STS,9,2535
34.17763519,61.47705078,640000,STS,2,2340
34.17763519,61.47705078,1152000,STS,1,1105
34.17763519,61.47705078,576000,STS,5,2795
34.17763519,61.47705078,448000,STS,8,2665
34.17763519,61.47705078,384000,STS,2,4095
34.17763519,61.67480469,416000,STS,2,3770
34.17763519,61.27929688,512000,STS,4,2275
34.17763519,61.27929688,9216000,STS,4,130
34.17763519,61.47705078,768000,STS,0,2275
34.17763519,61.08154297,1536000,STS,7,780
34.17763519,61.27929688,512000,STS,0,3315
34.17763519,61.27929688,3328000,STS,3,325
34.17763519,61.47705078,576000,STS,0,3120
34.17763519,61.27929688,384000,STS,7,2730
34.05948639,61.47705078,768000,STS,2,1885
34.17763519,61.47705078,1024000,STS,2,1235
34.05948639,61.67480469,1280000,STS,1,975
34.05948639,61.27929688,3584000,STS,5,325
34.05948639,61.47705078,896000,STS,6,1690
34.05948639,61.27929688,384000,STS,1,3900
34.05948639,61.47705078,1792000,STS,8,455
34.05948639,61.27929688,288000,STS,7,3575
34.05948639,61.27929688,320000,STS,7,3120
34.05948639,61.27929688,704000,STS,6,2015
34.05948639,61.47705078,448000,STS,5,3900
34.05948639,61.47705078,1536000,STS,5,780
34.05948639,61.47705078,768000,STS,4,1365
34.05948639,61.47705078,512000,STS,3,3640
34.05948639,61.27929688,4608000,STS,3,260
34.05948639,61.47705078,448000,STS,1,3120
34.05948639,61.47705078,512000,STS,2,3185
34.05948639,61.27929688,1024000,STS,7,1170
34.05948639,61.27929688,448000,STS,5,3575
34.05948639,61.47705078,448000,STS,6,3250
34.05948639,61.47705078,2048000,STS,3,650
34.05948639,61.27929688,384000,STS,1,3510
34.05948639,61.47705078,704000,STS,6,2080
34.05948639,61.08154297,768000,STS,0,2210
34.05948639,61.47705078,2560000,STS,0,520
34.05948639,61.27929688,576000,STS,8,2145
34.05948639,61.47705078,448000,STS,5,4030
34.05948639,61.47705078,448000,STS,9,1560
34.05948639,61.27929688,5632000,STS,6,325
34.05948639,61.47705078,512000,STS,2,2730
34.05948639,61.27929688,512000,STS,2,2860
34.05948639,61.27929688,640000,STS,7,1690
34.05948639,61.47705078,1280000,STS,7,975
34.05948639,61.27929688,448000,STS,4,2665
34.05948639,61.47705078,768000,STS,3,2210
34.05948639,61.47705078,512000,STS,6,2990
34.05948639,61.47705078,24576000,STS,8,65
34.05948639,61.27929688,320000,STS,7,3380
34.05948639,61.27929688,384000,STS,4,3250
34.05948639,61.27929688,384000,STS,9,1950
34.05948639,61.27929688,448000,STS,0,3965
34.05948639,61.27929688,352000,STS,8,3835
34.05948639,61.27929688,1792000,STS,5,585
34.05948639,61.27929688,448000,STS,7,2340
34.05948639,61.08154297,512000,STS,6,2925
34.05948639,61.27929688,1280000,STS,7,910
34.05948639,61.27929688,192000,STS,9,3900
34.05948639,61.47705078,896000,STS,5,1560
34.05948639,61.47705078,768000,STS,7,1365
34.05948639,61.27929688,192000,STS,9,3965
34.05948639,61.47705078,384000,STS,2,4030
34.05948639,61.27929688,1280000,STS,8,780
34.05948639,61.27929688,1792000,STS,4,455
34.05948639,61.27929688,8192000,STS,6,260
33.94156647,61.47705078,18432000,STS,9,65
33.94156647,61.47705078,768000,STS,2,1755
33.94156647,61.08154297,576000,STS,1,2405
34.05948639,61.47705078,3072000,STS,3,390
33.94156647,61.27929688,85000000,STS,2,0
33.94156647,61.27929688,1536000,STS,2,715
33.94156647,61.27929688,640000,STS,8,1950
33.82387543,61.27929688,2560000,STS,8,260
33.94156647,61.47705078,1536000,STS,5,715
33.82387543,61.27929688,85000000,STS,5,0
33.82387543,61.08154297,448000,STS,6,3185
33.82387543,61.08154297,512000,STS,4,2405
33.82387543,61.27929688,3584000,STS,2,260
33.82387543,61.27929688,576000,STS,1,2470
33.82387543,61.08154297,2304000,STS,5,455
33.82387543,61.08154297,512000,STS,2,2990
33.82387543,61.27929688,448000,STS,6,3380
33.82387543,61.08154297,1024000,STS,1,1235
33.82387543,61.08154297,512000,STS,3,3835
33.82387543,61.08154297,640000,STS,4,1690
33.82387543,61.27929688,2560000,STS,1,390
33.82387543,61.08154297,1024000,STS,2,1170
33.82387543,61.27929688,3072000,STS,1,325
33.82387543,61.08154297,1536000,STS,2,845
33.82387543,61.08154297,896000,STS,7,1235
33.82387543,61.08154297,704000,STS,4,1560
33.82387543,61.08154297,512000,STS,5,3445
33.82387543,61.08154297,2048000,STS,0,715
33.82387543,61.27929688,896000,STS,3,2015
33.82387543,61.08154297,896000,STS,6,1560
33.82387543,61.27929688,1280000,STS,3,1170
33.82387543,61.08154297,640000,STS,8,1885
33.82387543,61.08154297,320000,STS,9,2470
33.82387543,61.08154297,448000,STS,9,1495
33.82387543,61.08154297,768000,STS,8,1495
33.82387543,61.27929688,704000,STS,1,1950
33.82387543,61.08154297,640000,STS,8,1690
33.82387543,61.08154297,768000,STS,3,2275
33.82387543,61.27929688,1792000,STS,7,715
33.82387543,61.08154297,40960000,STS,3,65
33.82387543,61.27929688,1024000,STS,5,1235
33.82387543,61.08154297,384000,STS,1,3575
33.82387543,61.27929688,448000,STS,3,3965
33.82387543,61.27929688,224000,STS,9,3575
33.82387543,61.08154297,512000,STS,6,2860
33.82387543,61.08154297,1792000,STS,0,910
33.82387543,61.08154297,1024000,STS,0,1690
33.82387543,61.27929688,1792000,STS,2,585
33.82387543,61.08154297,3072000,STS,9,195
33.82387543,61.08154297,768000,STS,2,1820
33.82387543,61.47705078,1024000,STS,0,1495
33.82387543,61.08154297,576000,STS,7,1820
33.82387543,61.27929688,16384000,STS,7,195
33.82387543,61.08154297,768000,STS,3,2405
33.82387543,61.27929688,384000,STS,9,1885
33.82387543,61.47705078,256000,STS,7,3965
33.94156647,61.27929688,448000,STS,2,3575
33.82387543,61.27929688,4096000,STS,0,325
33.94156647,61.08154297,2048000,STS,6,715
33.82387543,61.08154297,288000,STS,7,3770
33.94156647,61.27929688,448000,STS,6,3055
33.94156647,61.08154297,768000,STS,0,2080
33.82387543,61.08154297,512000,STS,1,2925
33.94156647,61.08154297,512000,STS,3,3770
33.94156647,61.27929688,640000,STS,5,2405
33.94156647,61.27929688,768000,STS,5,2015
33.94156647,61.27929688,1280000,STS,8,715
33.94156647,61.08154297,768000,STS,6,1755
33.94156647,61.27929688,320000,STS,4,4095
33.94156647,61.08154297,7168000,STS,9,130
33.82387543,61.27929688,24576000,STS,6,130
33.94156647,61.27929688,7168000,STS,7,325
33.94156647,61.27929688,640000,STS,1,2210
33.94156647,61.27929688,1792000,STS,0,845
33.94156647,61.08154297,384000,STS,1,3835
33.94156647,61.27929688,448000,STS,1,3250
33.94156647,61.27929688,320000,STS,7,3510
33.82387543,60.88379669,85000000,STS,9,0
33.82387543,61.08154297,640000,STS,5,2275
33.94156647,61.27929688,512000,STS,5,3315
33.94156647,61.27929688,640000,STS,3,3055
33.94156647,61.08154297,576000,STS,6,2535
33.94156647,61.27929688,512000,STS,5,3510
33.94156647,61.27929688,1024000,STS,9,650
33.94156647,61.27929688,512000,STS,0,3575
33.94156647,61.27929688,768000,STS,5,1950
33.94156647,61.27929688,384000,STS,8,3510
33.94156647,61.08154297,384000,STS,1,4095
33.94156647,61.27929688,256000,STS,9,2860
33.94156647,61.27929688,896000,STS,3,1885
33.94156647,61.27929688,512000,STS,8,2470
33.94156647,61.27929688,640000,STS,2,2275
33.94156647,61.27929688,384000,STS,8,3445
33.94156647,61.27929688,896000,STS,1,1495
33.94156647,61.08154297,512000,STS,5,2990
33.94156647,61.27929688,6144000,STS,4,195
33.94156647,61.27929688,1280000,STS,6,1105
33.94156647,61.08154297,896000,STS,4,1170
33.94156647,61.27929688,1280000,STS,4,715
33.94156647,61.27929688,512000,STS,0,3510
33.94156647,61.27929688,512000,STS,3,3380
33.94156647,61.27929688,768000,STS,8,1365
33.94156647,61.27929688,224000,STS,9,3640
33.94156647,61.27929688,352000,STS,9,2145
33.94156647,61.27929688,384000,STS,2,3965
33.94156647,61.27929688,1024000,STS,0,1560
33.94156647,61.27929688,384000,STS,6,3900
33.94156647,61.08154297,768000,STS,6,1950
33.94156647,61.27929688,640000,STS,0,2665
33.94156647,61.08154297,384000,STS,6,3640
33.94156647,61.27929688,640000,STS,1,2080
33.94156647,61.27929688,512000,STS,2,3120
33.94156647,61.27929688,85000000,STS,7,0
33.94156647,61.08154297,512000,STS,3,3445
33.94156647,61.27929688,512000,STS,7,2080
33.94156647,61.27929688,1024000,STS,6,1365
33.94156647,61.27929688,448000,STS,8,2990
33.94156647,61.27929688,768000,STS,3,2470
33.94156647,61.27929688,384000,STS,6,3705
33.94156647,61.27929688,576000,STS,7,1885
33.94156647,61.08154297,512000,STS,7,2015
33.94156647,61.47705078,768000,STS,2,1950
33.94156647,61.27929688,512000,STS,2,2795
33.94156647,61.27929688,6656000,STS,3,195
33.94156647,61.27929688,2304000,STS,1,455
33.94156647,61.27929688,384000,STS,6,3770
33.94156647,61.27929688,448000,STS,2,3510
